"firstHeading","books","tianfu","tianfu_2star","tianfu_4star","description","user_desc","user_cat"
"卫寻彩","诗经  黄帝内经","制彩","在城市中负责制作工作时，额外获得180%的产品，但工作时间增加30%。在城市中负责制作工作时，额外获得250%的产品，但工作时间增加25%。","在城市中负责制作工作时，额外获得350%的产品，但工作时间增加20%。","
介绍
外形特征

28岁，明朝民间画家，颜料匠人。
性格及经历

表面淡然但内心倔强，敢于向宿命抗争。在江南隐居之后，卫寻彩不仅将所学教给周游越，还在江南画院教授色彩之学。她与周游越时常在江南各处游历，采集制作颜料所需的石矿花草。他们制作的颜料为吴门画派再添奇特色彩。

 逸事：

 逸事：

故事
卫寻彩面前摆满了各色制好的颜料，她一一向江南的居民介绍：「色彩变化无端，皆来自天地万物。」卫寻彩的双眼似雾非雾，仿佛蒙着一层云翳。人人都好奇她是如何分辨颜色的，如同好奇那幅画上的海上仙山是不是她亲眼所见。
此时，人们的议论声被一阵孔雀啼鸣打断。卫寻彩会心一笑，知道那是周游越为了提示而发出的声音，于是得知自己手中端的是画孔雀羽毛所需的石绿色颜料。
他用栀子花香味提醒，她就知眼前是栀子浸液后所得的秋香色；他放一只脉红螺在她手中，她便知所见的颜料是齐紫色；他敲一敲越瓷盏，她就了解眼前是秘色。
卫寻彩想起从绍兴府出发的那场东游中，周游越曾对她说过，不管发生什么，她都能永远感受天地间的色彩。
他没有食言。

","天地有彩意 需向山海寻 吾心所安处 无色亦光明","天级角色"
"上官婉儿","水浒  道德经","拟诏","在书局或印刷厂工作时，立即完成15%的进度，并额外获得40%的资源或道具。在书局或印刷厂工作时，立即完成25%的进度，并额外获得70%的资源或道具。","在书局或印刷厂工作时，立即完成40%的进度，并额外获得100%的资源或道具。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
随着一阵窸窸窣窣的衣衫摆动声传来，内文学馆霎时变得鸦雀无声。一位身着锦衣的贵人突然来访，她仪态万方，不怒自威，扫视了一遍日夜与笔墨相伴的宫人们：「宫教博士已在内文学馆授课数月，可有人能草拟诏令？」
恐惧胜过了想出人头地的欲望，每个人都将头伏得更低了。
此时，角落里，一位小宫女直起身来，大胆地直视贵人的眼睛：「奴婢可以试试。」
半个时辰后，小宫女完成了贵人出的文题，恭敬地双手奉上。
那文章斐然可观，宛如宿构，贵人心中暗吃一惊，不由得仔细端详眼前这个十来岁的女孩：面目虽清秀可爱，眼神中却透着一股不符合年龄的刚毅。
「如此才学，堪当大任。你愿意跟我走吗？」
「愿一生追随。」
名叫上官婉儿的宫女亳无惧色地回答道，这是她早就想好的答案。她比任何人都清楚，此刻自己仰头看到的是谁一一那是天下至尊，也是多年前赐死祖父上官仪的人。
誓言既出的那一刻，上官婉儿接受了自己将与权力纠缠终生的宿命。

","宸翰陪瞻仰 天杯接献酬 太平词藻盛 长愿纪鸿休","天级角色"
"成凤羽","三国志  黄帝内经","福缘","建造新娱乐建筑时，所有资源类消耗减少10%，并立即完成10%的进度。建造新娱乐建筑时，所有资源类消耗减少15%，并立即完成15%的进度。","建造新娱乐建筑时，所有资源类消耗减少20%，并立即完成20%的进度。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
成凤羽从小与族弟成梁一同学习房屋营造。所有人都能看出，成梁的画纸更有创造力，营造之术更精湛，连爬木梯都比胖乎乎的成凤羽快了一倍。看着族弟被众人称为天才建筑匠，成凤羽总是乐呵呵地摸头说道：「本来嘛，我不如他。」
成梁已名满江南时，成凤羽还汗津津地在屋顶上铺瓦；成梁开始为燕王造殿时，成凤羽总算能接到些散活维持生计。对于这一切，成凤羽却安之若素，只是整日埋首制作屋脊兽。
有一回，成凤羽为一座雅宅的屋脊装了一只精美的骑凤仙人，不料竟引来许多燕雀围绕。那日原本是宅子主人大寿，那群吉鸟仿佛是来贺寿一般。
「凤羽一脸福相，乐天知命，这一定是他招来的福气！」
「有福之人做出来的屋脊兽也自带三分好风水！」
成凤羽望着燕雀在屋脊兽边绕飞，在心中对曾经黯淡的自己说：
「只要找到天赋，你也终能像鸟儿一样，高高飞起。」

","仙人骑凤去 脊兽镇吉宅 乐天匠心筑 福星盈门来","天级角色"
"王祯","天工开物  全萍梅","惜农","在城市中负责农牧工作时，每有一个工人，额外获得10%资源。在城市中负责农牧工作时，每有一个工人，额外获得15%资源。","在城市中负责农牧工作时，每有一个工人，额外获得20%资源。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
卯时刚过，江南城郊的市集已十分热闹。迅娃儿穿过人群，对坐在茶水摊一角的王祯说道：「师父！今日来赶集的农户似乎都在谈论同一个人，他们说只要有那高人指点，庄稼会长得更好，果子能结得更满！那人不就是……」「低调，低调。」王祯听到这儿，连忙用一个包子塞住迅娃儿的嘴，「待到龙骨车改进好了再邀功不迟。」第二日，迅娃儿再次急匆匆跑去报信：「师父！大事不好，知府大人听说你擅长农事，想在书局办讲坛，请你去教授……」「大好事！迅娃儿，我们明日就带上农具图鉴，去拜会知府大人。」「……昨日你不是说要低调吗？」王祯收起桌上的龙骨车模型：「如果能得到知府大人的帮助，推广新农具，一定会让更多农人受益！头等大事当前，其他都不要紧。」
","惊蛰辟园圃 芒种溉桑谷 白露明时历 大寒知歉足","天级角色"
"公孙策","三国志  西游记","万全","在城市中负责制作工作时，每有1个工人，额外获得50菜肴。在城市中负责制作工作时，每有1个工人，额外获得80菜肴。","在城市中负责制作工作时，每有1个工人，额外获得100菜肴。","
介绍
外形特征


性格及经历


 逸事：意义
公孙策曾担心自己不能适应江南的生活从前在开封时日子总是忙碌，可他一点也不觉得累，为包拯分忧就是他所追寻的意义。初入江南，他见到更多的是安居乐业的闲适，是华灯流彩的热闹,是寒雪未消春风已至的生机盎然。一切都显得陌生，幸而故友在侧，让他很快便找到新的人生意义--替江南百姓分忧。千山万水，总有人跨过风雪，与春风一同前来。
 逸事：

故事
春节将至，一直在京城替包大人办事的公孙策决定回一趟江南。他想给大家一个惊喜，所以并没有提前知会。「包大人和展昭一定会很惊讶。这个年，终于可以和他们一起过了。」公孙策边盘算，边检查着他精心为大家挑选的新春礼物，「这支紫毫是京城名品，包大人用来批案卷一定很顺手。金疮药给展昭，也不知他现在是不是还像从前那样容易受伤。还有，给白玉堂的酒壶，给包大人爱猫的鸡毛棒……应该带齐了吧。」
一番舟车劳顿后，在除夕夜，公孙策回到了阔别的江南。
街头巷尾挂上了灯笼，为回乡过年的人们照亮归路。
熟悉的府衙已在眼前，公孙策悄悄潜入，只听厅堂里碗箸相碰，谈笑甚欢：「大家又为江南辛劳了一年，真是辛苦了。」「真好啊，终于可以放一天假！」「包大人亲手包的饺子果然好吃，公孙先生，你说是不是？」……
听到这里，公孙策一怔，难道……此时，厅门展开，包大人、展昭与白玉堂纷纷起身，前来迎接。
公孙策既感动又深感疑惑：「我这次回来谁都没有知会，你们是怎么知道的？」
「你心思缜密，但架不住包大人明察秋毫，消息灵通啊！」展昭开心地将公孙策迎进门，「公孙先生，你回来了，这顿年夜饭人就齐了！」

","公孙策牍宜少年 足智多谋守青天 开封府中点主簿 事无巨细顾万全","天级角色"
"东方祚","诗经  道德经","献石","外出探险时，采集矿石的体力消耗减少50%，并额外获得1个随机矿物。外出探险时，采集矿石的体力消耗减少60%，并额外获得2个随机矿物。","外出探险时，采集矿石的体力消耗减少70%，并额外获得2个随机矿物。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
「制金石拓片十八个。」「访唐汉废墟五处。」「摹录青铜器铭文三百六十字，考订成册……」赵明诚翻阅着东方祚写下的新年计划，露出不可置信的表情：「东方兄对金石之爱，真是令人钦佩！不过如此艰巨繁多的任务，真的能在一年内完成吗？」「不是三百六十字，是三百六十九个。」东方祚正埋首研究一个难得一见的金文。他举着放大镜，将那个字一笔一划摹录进自己的册子里，如获至宝。此时，白小生送来一封来自京兆府蓝田的信。东方祚展信读来，兴奋之情溢于言表。他收起放大镜和字典，对赵明诚说：「德甫，雁足灯有消息了！我明日就要出发去蓝田！」「这么着急？易安为我们备了青梅酒，原本想一聚……」东方祚此刻的心思已完全飞去了蓝田：「那盏青铜灯盘底的铭文十分有价值，我一日都等不得！青梅酒，请替我留着。」
","四海涉长道 悠悠行远郊 铭文通古意 金石不言老。","天级角色"
"吕穹生","三国志  西游记","收获","在城市中负责2小时以上的建造工作时，随机获得40份资源，立即完成10%的进度。在城市中负责2小时以上的建造工作时，随机获得60份资源，立即完成12%的进度。","在城市中负责2小时以上的建造工作时，随机获得80份资源，立即完成15%的进度。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
当那只黄鼠狼再次出现在竹篱外时，吕穹生惊得瞪大了双眼，因为它正叼着一只扑腾着双脚的母鸡。他赶紧上前将可怜的母鸡救下来，黄鼠狼竟也十分配合地松了口，讨好似的望着他。吕穹生对这样的目光并不陌生，自从他将这只因偷鸡而卡在他家篱笆里的黄鼠狼救下并悉心治好，它便三天两头回来探望，俨然已把他这里当成了自己的窝。「去吧，你吃掉我的那些鸡今日就算还清了，往后千万要谨慎，多抓老鼠少偷鸡……」他拿出平时训诫学生的口吻喋喋说着，小黄鼠狼挠了挠耳朵，没等他说完便扭头跑开了。那日吕穹生抱着母鸡敲响了一家又一家门，始终无人认领。人们倒是对「黄鼠狼送鸡」的故事极有兴趣，缠着他问东问西，不时啧啧称奇。到傍晚时分，他已说得嗓子冒烟，只好又将母鸡带回家中。两月之后，他院中多了十余只毛茸茸的黄色小鸡仔。黄鼠狼依旧时常上门拜访，后来索性在柴房中住下了。起初吕穹生对它日夜防备，直到发现它不仅不会主动伤害，还在别的动物上门时悉心保护小鸡仔们才放下心来。但即便他已对这只黄鼠狼的反常习以为常，也不免感到震惊。他将这些事说给好友笑笑生，对方劝道：「此事简直闻所未闻，你何不将它好好写下来呢？大家一定会喜欢的。」「我也想过，可我毕竟为人师长，写这些故事是否有损威严？」「你只管写，我去替你发。」不久之后，一位笔名叫做「物有灵」的作家写的故事在江南流传开来，内容大多关于小动物们的日常，诙谐有趣又温馨动人，引得百姓们争相传阅。
","戒尺量人心 天地方寸中 抬手文章著 桃李笑春风","天级角色"
"桑岷","论语  黄帝内经","农慧","在城市中负责农牧工作时，额外获得30%的资源,并有6%的几率再额外获得1000%的资源。在城市中负责农牧工作时，额外获得50%的资源,并有8%的几率再额外获得1000%的资源。","在城市中负责农牧工作时，额外获得80%的资源,并有10%的几率再额外获得1000%的资源。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
养蚕闲暇之余，桑岷会为大家织宋锦。在蜀地时，她以织蜀锦见长。来到苏州后，她学习了宋锦的织法，又借鉴了蜀锦的技巧，织出来的锦别具一格，丝丝清丽，络络典雅，最适合装裱书画，令人爱不释手。
桑岷一年就织三匹锦。她的宋锦不卖钱，只送有缘人。江南文人望着精美的宋锦，连连感慨可遇而不可求。便有精明的商贾来劝桑岷放弃养蚕场，大家合作经营丝织坊，被她一一拒绝。
「养蚕才是我最重要的事哩！」桑岷总是这样回答。
她的养蚕场从腊月便开始忙碌，浴蚕、分箔、采桑、窖茧……十几个耐心又细致的步骤下来，方能培养出一只只洁白的蚕茧。这些蚕茧被制成丝，纺织成锦，融入到千家万户的生活中。
这天，商贾又来游说，恰见养蚕场里人头攒动，「蚕神下凡」之类的夸赞声不绝于耳——竟是蚕农祀谢完蚕神，特地来感谢桑岷传授养蚕之法。
桑岷瞧见商贾，不待他开口，便先行谢绝，转而继续与蚕农交谈。商贾盘算了一阵养蚕和织锦的收入，忍了又忍，最终还是没忍住，开口问道：「桑老板，为何您始终不愿放弃养蚕啊？倘若您肯售卖宋锦，单一匹的钱就能顶养蚕的好几倍呀！」
桑岷笑了笑，拈起一枚蚕茧，坚定地说道：
「因为我是蚕丛后人，肩负着传承养蚕的使命！」
","桑树结新叶 岷江洗尘埃 养得雪茧明 蚕吐丝洁白","天级角色"
"百里安","诗经  西游记","进宝","在商业建筑 中负责2小时以上 的工作时，额外获得 20 份瓷器，玉器或越瓷。在商业建筑 中负责2小时以上 的工作时，额外获得 30 份瓷器，玉器或越瓷。","在商业建筑 中负责2小时以上 的工作时，额外获得 40 份瓷器，玉器或越瓷。","
介绍
外形特征


性格及经历


 逸事：美丽
百里安爱美，喜欢把自己和身边的一切打扮得漂漂亮亮。对于美，她有独到的见解--人和物都有自己独特的美，这样的美不该是千篇一律的，打扮应该从自身特点出发，放大优点，尽情展示，而不是一味地修饰弱点。她是这样想的也是这样做的。她制作酒器所用的原料也许有这样那样的缺点，但经过她的设计，每一只酒器都精美绝伦、熠熠生辉，就连原先的缺点也成了酒器不可或缺的装饰。美就应该这样多姿多彩，大大方方。
 逸事：

故事
旅人路过敦煌，望见一座二层高的小楼房。轻柔的纱幔上系着酒器形状的铃铛，风一吹，便当啷作响。屋檐下的缎面招牌，上面缀的是七彩丝线绣出的店名，嵌的是华彩珠宝。进出店铺的人们络绎不绝，一位眉目精明、打扮十分精致的女子正笑着介绍各式酒器。旅人定睛一看，那些酒器中竟然有历代佳品！他揉了揉眼睛，喃喃道：「海市蜃楼，这一定是海市蜃楼……」旁边传来一阵咯咯的笑声，旅人回头，原来是等着与胡姬赛舞的小蛮。小蛮笑着解释：「百里安爱美，喜欢把自己和身边的一切打扮得漂漂亮亮，所以她的酒器行在一众店铺里显得格外华丽，初来乍到的人常常误认成海市蜃楼。」旅人仍有几分不信：「那，她的店里为什么会有玛瑙杯这种只见于书籍的酒器？」小蛮从随身的挎包里翻出大小不一的两只玛瑙杯：「临摹历代酒器精品，是百里安的拿手好戏，也是她家的招牌产品。」旅人恍然大悟：「这位百里老板看上去品味好极了，想来她家的酒器定不会让人失望。可惜我不能常来敦煌。」「从敦煌到长安，再到顺天府，沿途的每一座城市都有她的店铺，她可是这一带最大的酒器商人！」旅人瞪大了眼睛，对百里安更加好奇了。他正要向小蛮打听，却瞧见百里安从酒器行探出半个身子，冲他招呼道：「来我店里坐坐吧。我的故事，我亲自讲给你听！」
","百千酒器店里呈 里街深巷叫卖长 安能辜负陈年酿 美酒盛入佳杯尝","天级角色"
"鹿经纬","天工开物  道德经","缂丝","负责丝织坊，绣坊，云锦织坊工作时，额外获得100%的资源。且所需工人-1。负责丝织坊，绣坊，云锦织坊工作时，额外获得150%的资源。且所需工人-2。","负责丝织坊，绣坊，云锦织坊工作时，额外获得250%的资源。且所需工人-3。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事
缂丝是一件漫长又寂寞的事，但鹿经纬甘之如饴。通经回纬，刻丝成画。正面雕的是构思精美的缂丝巨作，背面织的是鹿经纬的风华岁月。
鹿经纬不止一次感慨，她的人生也是一件缂丝作品——以勤奋为梭，将意外这条纬线和有趣这条经线雕刻在了人生的画布上。
意外真奇妙。如果那年不是为了陪鹿溪隐磨性子，她也不会跟着去学织布和刺绣。如果她没有踏进绣坊，便不会了解织绣工艺。如果她没有看到那幅《莲塘乳鸭图》，就不会认识缂丝，更不会有后来的松江缂丝馆。
有趣真美妙。她的缂丝作品不仅有天然野趣，也有文人雅作，更有学堂孩童稚嫩的手笔，当然也有她兴起之时描绘的江南百景。
一件缂丝作品往往需要耗费她数年的光阴，人们不论什么时候走进缂丝馆，都能瞧见专心工作的她。
缂丝时候的她是安静的，更是神圣的。她的眼睛在发光，她的双手在闪光，她在诉说对缂丝无限的热爱。
她的作品就挂在墙上，人们欣赏缂丝，便是欣赏一个匠人无悔的青春。

","鹿跃锦布上 经丝雕山石 纬线缕时光 刻织凝雅致","天级角色"
